Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
26203,202079759,ESCOLA DE AVIAÇÃO CIVIL ASAS ROTATIVAS LTDA,Acidente,2020-12-02,16:35,QUATRO BARRAS,PR,Sul,INDETERMINADO,Fora de Aeródromo,-,"A aeronave decolou do aeródromo Piraquara (SISY), município de Piraquara, PR, às 16h15min (UTC), a fim de realizar um voo local de instrução com um instrutor e um aluno a bordo. Após 20 minutos de voo, a aeronave apresentou uma queda brusca na rpm seguida de apagamento do motor. O instrutor realizou autorrotação e pouso de emergência em superfície irregular, nas proximidades de um terreno montanhoso. A aeronave teve danos substanciais. Os tripulantes saíram ilesos.",PPJRL,PRI,UNK,Cruzeiro,Voo de Instrução,Substancial,SISY,SISY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,R22 BETA,H1P,R22,621.0,2.0,ROBINSON HELICOPTER,verdadeiro
25426,202089295,TOCANTINS AVIAÇÃO AGRÍCOLA LTDA - EPP,Acidente,2020-09-29,19:15,SANTA TEREZINHA,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,-,"A aeronave decolou de área de pouso para uso aeroagrícola, localizada na Fazenda Urupiranga, Santa Terezinha, MT, por volta das 19 horas (UTC), a fim de realizar voo local de vistoria em uma área adjacente, com um piloto a bordo. Durante o voo, aproximadamente 15 minutos após a decolagem, houve a falha do motor da aeronave. Foi realizado pouso de emergência em área de mata, no topo de uma serra. A aeronave teve danos substanciais. O piloto saiu ileso.",PTUGP,S05,LALT,Manobra,Operação Agrícola,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
26144,202012724,JOSÉ ADILSON DE JESUS NEVES,Acidente,2020-11-14,14:20,SÃO PEDRO,SP,Sudeste,INDETERMINADO,Fora de Aeródromo,-,"A AERONAVE FOI ENCONTRADA ACIDENTADA FORA DE AERÓDROMO, NA CHÁCARA PRIMAVERA, ZONA RURAL DE SÃO PEDRO, INTERIOR DE SÃO PAULO, COM ENTORPECENTES A BORDO. A AERONAVE FICOU DESTRUÍDA. O PILOTO SOFREU LESÕES FATAIS.",PTOOQ,TPP,UNK,Indeterminada,Voo Privado,Destruída,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95-B55,L2P,BE55,2318.0,6.0,BEECH AIRCRAFT,falso
26147,202054648,ATAIDES DE OLIVEIRA,Incidente Grave,2020-11-24,20:00,PORTO NACIONAL,TO,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SWEJ,Privado,"A aeronave decolou do aeródromo Associação Tocantinense de Aviação (SWEJ), Porto Nacional, TO, a fim de realizar voo local privado, com um piloto e dois passageiros a bordo. Durante o pouso o trem de pouso da aeronave recolheu. A aeronave teve danos leves. O piloto e os dois passageiros saíram ilesos.",PTOVA,TPP,SCF-NP,Pouso,Voo Privado,Leve,SWEJ,SWEJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,EMB-810C,L2P,PA34,2073.0,6.0,EMBRAER,verdadeiro
26345,202066158,RONDON AVIACAO AGRICOLA LTDA,Acidente,2020-12-12,18:00,RIO BRILHANTE,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou da área de pouso para uso aeroagrícola (APUA) denominada Cabeceira do Alegrete, pertencente à usina BIOSEV, Rio Brilhante, MS a fim de realizar voo de aplicação de defensivos, com apenas um piloto a bordo. Por volta das 18h00min (UTC), durante a aplicação, o piloto relatou que houve um barulho no motor seguido de perda de potência. O piloto efetuou um pouso de emergência na plantação e abandonou a aeronave após a parada total. A aeronave teve danos substanciais. O tripulante saiu ileso.",PTUON,S05,SCF-PP,Manobra,Operação Agrícola,Substancial,****,****,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,EMB-202,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
26623,202100080,EVERTON LUIS ROSSIN,Incidente Grave,2021-01-10,13:00,CONCÓRDIA,SC,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SSCK,Público,"A aeronave decolou do Aeródromo Olavo Cecco Rigon (SSCK), município de Concórdia, SC, a fim de realizar testes na aeronave com um piloto a bordo.Durante a entrada na perna do vento para a pista 33 de SSCK, houve uma falha no motor e o piloto optou por realizar o pouso em um campo não preparado, próximo à pista de pouso.A aeronave teve danos leves.O piloto não sofreu lesões.",PUZUM,PET,SCF-PP,Circuto de Tráfego,Voo Privado,Leve,SSCK,SSCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,RV-4,,,680.0,,Van's Aircraft,verdadeiro
26308,202085427,MARCELO GONCALVES DE QUEIROZ,Incidente Grave,2020-12-13,13:41,BELO HORIZONTE,MG,Sudeste,EXCURSÃO DE PISTA,SBPR,Público,"A aeronave decolou do Aeródromo de Patrocínio, MG (SNPJ), com destino ao Aeródromo de Carlos Prates, MG (SBPR) a fim de realizar um voo privado com 1 piloto e 2 passageiros a bordo. Após o pouso, ao pressionar o pedal do freio, o piloto verificou que este não operava corretamente. A aeronave perdeu o eixo lateral direito da pista e saiu pela área gramada. Na sequência a aeronave foi removida e empurrada até o pátio. A aeronave não teve danos e o piloto e passageiros não sofreram lesões.",PTJKV,TPP,RE,Corrida após pouso,Voo Privado,Nenhum,SBPR,SNPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
26666,202107410,JOSE ROBERTO COSTA BUHLER,Incidente Grave,2021-01-14,20:00,CAMPO GRANDE,MS,Centro-Oeste,CONTATO ANORMAL COM A PISTA,SSIE,Público,"A aeronave decolou de local desconhecido com destino ao Aeródromo Teruel Ipanema Estância (SSIE), Campo Grande, MS, com um piloto e um passageiros a bordo. Durante o procedimento de pouso, não foi efetuado o baixamento do trem de pouso. A aeronave teve sua parada total ainda dentro dos limites da pista. A aeronave teve danos leves na fuselagem e hélice. O tripulante e o passageiro saíram ilesos.",PTWQZ,TPP,ARC,Pouso,Voo Privado,Leve,SSIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,V35B,L1P,BE35,1542.0,6.0,BEECH AIRCRAFT,verdadeiro
26308,202085427,MARCELO GONCALVES DE QUEIROZ,Incidente Grave,2020-12-13,13:41,BELO HORIZONTE,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBPR,Público,"A aeronave decolou do Aeródromo de Patrocínio, MG (SNPJ), com destino ao Aeródromo de Carlos Prates, MG (SBPR) a fim de realizar um voo privado com 1 piloto e 2 passageiros a bordo. Após o pouso, ao pressionar o pedal do freio, o piloto verificou que este não operava corretamente. A aeronave perdeu o eixo lateral direito da pista e saiu pela área gramada. Na sequência a aeronave foi removida e empurrada até o pátio. A aeronave não teve danos e o piloto e passageiros não sofreram lesões.",PTJKV,TPP,SCF-NP,Corrida após pouso,Voo Privado,Nenhum,SBPR,SNPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
24881,202008450,F.D. GOLD DIST.DE TIT.E VALORES MOB.LTDA,Acidente,2019-04-12,09:58,NOVO PROGRESSO,PA,Norte,EXCURSÃO DE PISTA,Fora de Aeródromo,-,"A aeronave decolaria do aeródromo de Novo Progresso (SJNP), PA, com destino ao aeródromo Regional Orlando Villas Boas (SWXM), Matupá, MT, a fim de transportar pessoal, com um tripulante e dois passageiros a bordo. Durante a corrida de decolagem de SJNP, ao passar por um desnível na pista, o controle da aeronave foi perdido. A mesma saiu pela lateral direita, fez um giro de 180º e parou logo em seguida. A aeronave teve danos substanciais. O tripulante e os passageiros saíram ilesos.",PRCST,TPP,RE,Decolagem,Voo Privado,Substancial,SWXM,SJNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,PA-46-350P,L1P,PA46,1968.0,6.0,PIPER AIRCRAFT,verdadeiro
24926,202065106,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,Acidente,2020-07-30,13:35,BRASÍLIA,DF,Centro-Oeste,VOO CONTROLADO CONTRA O TERRENO,Fora de Aeródromo,-,"A aeronave decolou do Heliponto do Grupamento de Aviação Operacional do Corpo de Bombeiros Militar do Distrito Federal (SDHH), em Brasília-DF, com destino a uma área de pouso não cadastrada, localizada na região administrativa de Vicente Pires-DF, com três tripulantes e dois passageiros a bordo (médico e enfermeiro), para atendimento à vítima de Parada Cárdio-Respiratória (PCR).Durante a aproximação final, ocorreu restrição de visibilidade devido à poeira/areia existente na área de pouso (fenômeno conhecido como brownout), o que fez com que a aeronave derivasse ligeiramente à esquerda, vindo a colidir as pás do rotor principal contra a fachada de um prédio.A aeronave sofreu danos substanciais.Um dos passageiros sofreu lesões leves. Os demais ocupantes da aeronave saíram ilesos.Os esquis da aeronave atingiram um veículo estacionado no local.",PRMJX,ADE,CFIT,Aproximação,Operação Pública,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,AS 350 B2,H1T,AS50,2250.0,6.0,HELIBRAS,verdadeiro
26667,202109605,OCTAVIO SCHNEIDER QUEIROZ,Acidente,2021-01-06,13:50,VILA VELHA,ES,Sudeste,PERDA DE CONTROLE EM VOO,SIVU,Privado,"A AERONAVE DECOLOU DO AERÓDROMO GUARAPARI (SNGA), GUARAPARI, ES, COM DESTINO AO AERÓDROMO JOÃO MONTEIRO (SIVU), VILA VELHA, ES, A FIM DE REALIZAR UM VOO PRIVADO, COM UM TRIPULANTE E UMA PASSAGEIRA BORDO. DURANTE A APROXIMAÇÃO, A AERONAVE ENTROU EM EMERGÊNCIA E O PILOTO REALIZOU UMA DESCIDA ACENTUADA , COM INTENÇÕES DE POUSO. A AERONAVE PERDEU ALTITUDE E COLIDIU CONTRA ÁRVORES E SOLO. A AERONAVE FICOU DESTRUÍDA. O TRIPULANTE E A PASSAGEIRA SOFRERAM LESÕES FATAIS.",PRWVW,TPP,LOC-I,Aproximação,Voo Privado,Destruída,SIVU,SNGA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
25062,202088630,GUILHERME RODRIGUES DA CUNHA,Incidente Grave,2020-08-13,13:00,ANÁPOLIS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SWNS,Público,"A aeronave decolou do Aeródromo Mário de Almeida Franco (SBUR), Uberaba, MG, com destino ao Aeródromo de Anápolis (SWNS), GO, a fim de realizar voo privado, com um piloto e dois passageiros a bordo. Na final para pouso o piloto verificou que o trem de pouso auxiliar não travou embaixo. Os procedimentos de emergência foram realizados, porém sem sucesso. O pouso foi realizado com a perna do trem de pouso auxiliar em trânsito, vindo a recolher no momento do toque. A aeronave teve danos leves, restritos às portas do trem auxiliar e às pontas das hélices. O piloto e os dois passageiros saíram ilesos.",PTNFM,TPP,SCF-NP,Corrida após pouso,Voo Privado,Leve,SWNS,SBUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,EMB-711C,L1P,P28R,1202.0,4.0,NEIVA,verdadeiro
25101,202047110,ADIR MANOEL DA SILVA,Acidente,2020-08-21,20:15,MACAPÁ,AP,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Brigadeiro Protasio de Oliveira (SBJC), Belém, PA, com destino ao Aeródromo Hangar Comandante Salomão Alcolumbre (SJKI), localizado no município de Macapá, AP, por volta das 18h45min (UTC), a fim de realizar o translado da aeronave, com um piloto e dois passageiros a bordo. Aproximadamente 3 minutos antes do pouso em SJKI, ocorreu falha do motor e a aeronave realizou um pouso forçado no Rio Amazonas. A aeronave teve danos substanciais. O piloto teve lesões leves e os passageiros saíram ilesos.",PTNHW,TPP,SCF-PP,Cruzeiro,Voo Privado,Substancial,SJKI,SBJC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,EMB-710C,L1P,P28B,1361.0,4.0,NEIVA,verdadeiro
26307,202049916,AGUAS CLARAS AVIACAO AGRICOLA LTDA - ME,Incidente Grave,2020-12-12,17:22,PERDIZES,MG,Sudeste,COMBUSTÍVEL,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Águas Claras Aviação Agrícola (SJQL) Santa Juliana - MG a fim de realizar um voo local para aplicação de defensivo agrícola com um tripulante a bordo. No décimo quarto vôo, voando em baixa altitude, houve perda de potência e falha do motor em voo. O piloto visualizou uma área de pastagem a sua frente e realizou um pouso de emergência. A aeronave teve danos leves e o piloto saiu ileso.",PTVZA,S05,FUEL,Voo a baixa altura,Operação Agrícola,Leve,SJQL,SJQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
6065,1396/2014,PARAMAZONIA TAXI AEREO LTDA,Incidente Grave,2014-08-20,18:57:00,UIRAMUTÃ,RR,Norte,EXCURSÃO DE PISTA,,,"A aeronave decolou do aeródromo privado de Pouso da Águia (SWPD) por volta das 13h50min (local), com destino ao aeródromo privado de Wilimon (SJNF), no intuito de realizar voo de trasporte aeromédico para a Secretaria de Saúde Indígena (SUSAI), tendo a bordo o piloto e dois passageiros. Segundo relato do comandante, durante a aproximação final para pouso no local de destino, após perceber a existência de focos de aves nas proximidades da pista, o mesmo optou por realizar uma arremetida no ar. Durante a segunda aproximação, julgando favorável a condição de existência de pássaros, o piloto em comando realizou o pouso na localidade de Wilimon, no entanto, conforme relato, o vento estava de cauda, não possibilitando a parada da aeronave dentro dos limites da pista em uso, tendo a mesma ultrapassado cerca de 20 metros da cabeceira oposta. Ocorreu amassamento do bordo de ataque da asa esquerda durante a manobra para recolar a aeronave na pista. Não houve fogo. Os ocupantes saíram ilesos.",PRGPG,TPX,RE,Corrida após pouso,Táxi Aéreo,Leve,SJNF,SWPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
26947,202168937,JATAI AERO AGRICOLA LTDA,Acidente,2021-02-02,13:00,AMERICANO DO BRASIL,GO,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,Fora de Aeródromo,-,"A aeronave decolou da Área de Pouso para Uso Aeroagrícola (APUA) da Fazenda Limoeiro, Americano do Brasil, GO, por volta das 13h00min (UTC), a fim de realizar voo de aplicação de insumos agrícolas, com um piloto a bordo. Durante a corrida de decolagem, a aeronave saiu do solo nos ultimos metros da área e colidiu com a plantação de cana de açúcar, vindo a retornar ao solo. A aeronave teve danos substanciais. O piloto não sofreu lesões.",PTUGV,S11,CTOL,Decolagem,Operação Agrícola,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
6064,1402/2014,VMF GERENCIAMENTO E PARTICIPACOES LTDA,Incidente Grave,2014-08-23,02:43:00,CAMPO GRANDE,MS,Centro-Oeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,,,"Piloto apresentou plano de voo de SBFI para SBCG, porém com previsão de chegada em SBCG com a pista fechada devido obras, desconhecendo o NOTAM E2550/2014, o qual previa fechamento da pista diariamente, das 0100 UTC às 1100 UTC. Quando observado pelo controlador do APP CG tal tráfego chegando, ainda na área do setor 8 do ACC CW, foi feito contato com o operador do ACC, o qual inquiriu a aeronave (aproximadamente as 0250 UTC do dia 23/08/14).Nesse momento o piloto tomou conhecimento do fechamento do aeroporto de SBCG. Também nesse momento o piloto informou não ter autonomia para alternar outro aeródromo, declarando emergência devido combustível. Sendo assim, foi acionado o Plano de Emergência de SBCG, solicitando via INFRAERO liberação do maquinário e pessoal das obras, e vistoria da pista, para que a aeronave efetuasse o pouso. A aeronave pousou com segurança às 0343 UTC.",PTRFC,TPP,MAC,Descida,Voo Privado,Nenhum,SBCG,SBFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-810C,L2P,PA34,2073.0,6.0,EMBRAER,verdadeiro
26247,202030519,AEROCLUBE DE CAMPINAS,Incidente Grave,2020-12-04,15:30,SOROCABA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SDCO,Público,"A AERONAVE DECOLOU DO AERÓDROMO DE SOROCABA (SDCO), SOROCABA - SP, COM DOIS TRIPULANTES A BORDO PARA UM VOO LOCAL DE INSTRUÇÃO. DURANTE A SUBIDA A AERONAVE APRESENTOU VIBRAÇÃO E PERDA DE POTÊNCIA. A AERONAVE EFETUOU O POUSO EM EMERGÊNCIA NO PRÓPRIO AERÓDROMO DE DECOLAGEM. A AERONAVE NÃO TEVE DANOS.OS DOIS TRIPULANTES SAÍRAM ILESOS.",PROZA,PRI,SCF-PP,Subida,Voo Privado,Nenhum,SDAM,SDCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
26248,202094102,VALTERIO BENVEGNU MANGANELI,Incidente Grave,2020-12-06,11:00:00,BOM JESUS,PI,Nordeste,CONTATO ANORMAL COM A PISTA,Fora de Aeródromo,-,"A aeronave decolou de uma área de pouso para uso aeroagrícola, localizada na Fazenda Manganeli, Bom Jesus, PI, por volta das 10h30min (UTC), com um piloto a bordo, para voo de pulverização agrícola.Após o voo, durante o pouso, houve o contato anormal da aeronave com a área de pouso, vindo a mesma a sair pela lateral direita.A aeronave teve danos leves. O piloto saiu ileso. Não houve danos a terceiros.",PPMVC,TPP,ARC,Pouso,Operação Agrícola,Leve,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AT-502B,L1T,AT5T,3629.0,1.0,AIR TRACTOR,verdadeiro
26248,202094102,VALTERIO BENVEGNU MANGANELI,Incidente Grave,2020-12-06,11:00:00,BOM JESUS,PI,Nordeste,EXCURSÃO DE PISTA,Fora de Aeródromo,-,"A aeronave decolou de uma área de pouso para uso aeroagrícola, localizada na Fazenda Manganeli, Bom Jesus, PI, por volta das 10h30min (UTC), com um piloto a bordo, para voo de pulverização agrícola.Após o voo, durante o pouso, houve o contato anormal da aeronave com a área de pouso, vindo a mesma a sair pela lateral direita.A aeronave teve danos leves. O piloto saiu ileso. Não houve danos a terceiros.",PPMVC,TPP,RE,Pouso,Operação Agrícola,Leve,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AT-502B,L1T,AT5T,3629.0,1.0,AIR TRACTOR,verdadeiro
11280,PT-WOF 05MAI2020 20H46 SERIPA2,CASA CIVIL,Incidente Grave,2020-05-05,20:46:00,FORTALEZA,CE,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBFZ,Público,"A aeronave decolou do Aeródromo de Sobral (SNOB), Sobral, CE, com destino ao Aeródromo Pinto Martins (SBFZ), Fortaleza, CE, por volta das 19h31min (UTC), a fim de realizar transporte de passageiros, com um piloto e cinco passageiros a bordo. Na aproximação final em SBFZ, a aeronave solicitou uma passagem baixa sobre a pista principal, a fim de que a TWR-FZ pudesse checar visualmente a condição do trem de pouso, visto que o piloto não tinha a confirmação de travamento da perna direita. A Torre informou que aparentemente as três pernas do trem de pouso estavam distendidas e a aeronave prosseguiu para pouso. No toque com o solo, a perna direita do trem de pouso principal recolheu. A aeronave parou no limite da lateral direita da pista. A aeronave teve danos leves, restritos a hélice direita, intradorso da asa direita, carenagem, portas, rodas e pneus do trem principal direito. O piloto e os cinco passageiros saíram ilesos.",PTWOF,ADE,SCF-NP,Pouso,Operação Pública,Leve,SBFZ,SNOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,B200,L2T,BE20,5670.0,10.0,BEECH AIRCRAFT,verdadeiro
26249,202084338,PLA &amp; SILVA AVIACAO AGRICOLA LTDA,Acidente,2020-12-06,13:30,SANTA VITÓRIA DO PALMAR,RS,Sul,COMBUSTÍVEL,Fora de Aeródromo,-,"A aeronave decolou do aeródromo Pista Plá e Silva (SJEN), município de Santa Vitória do Palmar, RS, às 13h00min (UTC), a fim de realizar pulverização de defensivos agrícolas em lavoura de arroz, com um piloto a bordo. Após 15 minutos de voo, a aeronave teve um apagamento do motor. O piloto realizou pouso de emergência em um descampado, porém a aeronave prendeu os trens de pouso em uma valeta e pilonou. A aeronave teve danos substanciais. O tripulante saiu ileso.",PTUXD,S05,FUEL,Voo a baixa altura,Operação Agrícola,Substancial,SJEN,SJEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-202,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
11277,PU-DGH 21ABR2020 18H00 SERIPA3,AG ESCOLA DE AVIACAO LEVE LTDA,Acidente,2020-04-21,18:00:00,JAGUARÉ,ES,Sudeste,MANOBRA ABRUPTA,Fora de Aeródromo,-,"A AERONAVE DECOLOU DO AERÓDROMO SÃO MATEUS (SNMX), SÃO MATEUS, ES, COM DESTINO AO AERÓDROMO COLATINA (SNCX), COLATINA, ES, A FIM DE REALIZAR UM VOO PRIVADO, COM UM TRIPULANTE E UM PASSAGEIRO A BORDO. PRÓXIMO À LOCALIDADE DE DESTINO, A PILOTO REALIZOU UMA PASSAGEM À BAIXA ALTURA EM UMA FAZENDA, COM CONSEQUENTE RECUPERAÇÃO ABRUPTA, PERDENDO O CONTROLE DA AERONAVE E VINDO A COLIDIR COM O SOLO. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO E O PASSAGEIROS SOFRERAM LESÕES LEVES.",PUDGH,PET,AMAN,Manobra,Voo de Instrução,Substancial,SNCX,SNMX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BRAVO700,L1P,ULAC,600.0,2.0,AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA,verdadeiro
11277,PU-DGH 21ABR2020 18H00 SERIPA3,AG ESCOLA DE AVIACAO LEVE LTDA,Acidente,2020-04-21,18:00:00,JAGUARÉ,ES,Sudeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,-,"A AERONAVE DECOLOU DO AERÓDROMO SÃO MATEUS (SNMX), SÃO MATEUS, ES, COM DESTINO AO AERÓDROMO COLATINA (SNCX), COLATINA, ES, A FIM DE REALIZAR UM VOO PRIVADO, COM UM TRIPULANTE E UM PASSAGEIRO A BORDO. PRÓXIMO À LOCALIDADE DE DESTINO, A PILOTO REALIZOU UMA PASSAGEM À BAIXA ALTURA EM UMA FAZENDA, COM CONSEQUENTE RECUPERAÇÃO ABRUPTA, PERDENDO O CONTROLE DA AERONAVE E VINDO A COLIDIR COM O SOLO. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO E O PASSAGEIROS SOFRERAM LESÕES LEVES.",PUDGH,PET,LOC-I,Manobra,Voo de Instrução,Substancial,SNCX,SNMX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BRAVO700,L1P,ULAC,600.0,2.0,AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA,verdadeiro
27124,202148205,MARILENE ZANCANARO ZANELLA,Acidente,2021-02-16,11:30,SÃO DESIDÉRIO,BA,Nordeste,PERDA DE CONTROLE EM VOO,APUA,APUA,"A aeronave decolou da Área de Pouso para Uso Aeroagrícola (APUA) da Fazenda Decisão, São Desidério, BA, por volta das 11h30min (UTC), com um piloto a bordo, a fim de realizar voo local de operação aeroagrícola. Instantes após a saída do solo, houve perda de controle da aeronave, levando-a à colisão contra o terreno. A aeronave teve danos substanciais. O piloto saiu ileso. Não houve danos a terceiros.",PTVUR,TPP,LOC-I,Decolagem,Operação Agrícola,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
27126,202122289,AEROCLUBE REGIONAL DE MARINGA,Incidente Grave,2021-02-18,09:40,MARINGÁ,PR,Sul,COMBUSTÍVEL,Fora de Aeródromo,-,"A aeronave decolou do aeródromo Silvio Name Junior (SBMG), município de Maringá, PR, às 09h30min (UTC), a fim de realizar voo local de instrução para treinamento de procedimentos IFR. Durante a realização de procedimento, a aeronave apresentou perda de potência com consequente perda de altitude. A aeronave realizou um pouso forçado em um terreno descampado. A aeronave teve danos leves. O instrutor e aluno saíram ilesos.",PTJEX,PRI,FUEL,Procedimento IFR,Voo de Instrução,Leve,SBMG,SBMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,PA-28R-200,L1P,P28R,1179.0,4.0,PIPER AIRCRAFT,verdadeiro
24421,202041397,DEPARTAMENTO DA POLICIA RODOVIARIA FEDERAL,Incidente Grave,2020-05-27,15:16,Rio de Janerio,RJ,Sudeste,PERDA DE CONTROLE EM VOO,SBJR,Público,"A aeronave decolou da Superintendência da Polícia Rodoviária Federal (ZZZZ), Rio de Janeiro, RJ, com destino ao Aeródromo Jacarépagua-Roberto Marinho (SBJR), Rio de Janeiro, RJ, às 15h01min (UTC), com quatro tripulantes a bordo. Durante o táxi, próximo ao procedimento de pouso/toque, ainda no ar, a aeronave girou rapidamente a direita e após tocou o solo abruptamente. A aeronave teve danos leves nos esquis. Os tripulantes saíram ilesos.",PRFPM,ADF,LOC-I,Táxi,Operação Pública,Leve,SBRJ,ZZZZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,EC 120 B,H1T,EC20,1715.0,5.0,EUROCOPTER FRANCE,verdadeiro
